"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Binagoongan (Pork)",Lunch/Dinner,"1 cup (200g)",360,12,24,24,"Pork in shrimp paste","Pork, Shrimp paste (bagoong), Eggplant, Onion, Garlic, Green chili, Vinegar, Sugar, Cooking oil, Salt"
"Ginataang Hipon",Lunch/Dinner,"1 cup (200g)",340,12,24,22,"Shrimp in coconut milk","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Gulay (Mixed)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"Mixed veggies in coconut milk","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Tinapa at Kamatis",Breakfast/Lunch,"1 plate (150g)",220,8,16,12,"Smoked fish with tomato","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Arroz Valenciana",Lunch/Dinner,"1 plate (300g)",540,80,18,12,"Fiesta rice dish","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Pritong Manok",Lunch/Dinner,150g,360,6,28,22,"Fried chicken","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Inihaw na Manok",Lunch/Dinner,150g,320,4,28,20,"Grilled chicken","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Skinless Longganisa",Breakfast,"2 links (80g)",280,6,12,22,"Homemade style","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Pork Tocino",Breakfast/Lunch,100g,290,20,12,18,"Sweet cured pork","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Beef Tapa",Breakfast/Lunch,100g,260,6,20,16,"Cured beef strips","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Luncheon Meatsilog",Breakfast,"1 set",620,62,20,30,"Luncheon Meat + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Tinapasilog,Breakfast,"1 set",560,58,26,18,"Tinapa + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Bangus Bellysilog",Breakfast,"1 set",600,60,28,22,"Bangus Belly + sinangag + itlog","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Embutidosilog,Breakfast,"1 set",640,60,22,26,"Embutido + sinangag + itlog","Ground pork, Carrots, Raisins, Pickles, Onion, Garlic, Eggs, Breadcrumbs, Salt, Black pepper, Cooking oil"
Chickensilog,Breakfast,"1 set",590,60,28,20,"Chicken + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Tunasilog,Breakfast,"1 set",560,58,30,16,"Tuna + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Sardinassilog,Breakfast,"1 set",540,60,20,16,"Sardinas + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Corned Tunasilog",Breakfast,"1 set",550,60,26,18,"Corned Tuna + sinangag + itlog","Corned beef, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Sisigsilog,Breakfast,"1 set",700,60,24,38,"Sisig + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Bisteksilog,Breakfast,"1 set",650,58,30,26,"Bistek + sinangag + itlog","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Pichi-Pichi,Snack/Dessert,"1 slice/piece (80-120g)",343,37,2,6,"Traditional Filipino kakanin","Rice, Vegetables"
"Puto Bumbong",Snack/Dessert,"1 slice/piece (80-120g)",242,44,3,3,"Traditional Filipino kakanin","Rice flour, Sugar, Baking powder, Water, Salt"
"Suman sa Lihiya",Snack/Dessert,"1 slice/piece (80-120g)",353,64,2,11,"Traditional Filipino kakanin","Rice, Vegetables"
"Suman sa Ibus",Snack/Dessert,"1 slice/piece (80-120g)",288,32,2,3,"Traditional Filipino kakanin","Rice, Vegetables"
Butsi,Snack/Dessert,"1 slice/piece (80-120g)",235,44,6,11,"Traditional Filipino kakanin","Rice, Vegetables"
"Cassava Suman",Snack/Dessert,"1 slice/piece (80-120g)",186,65,3,12,"Traditional Filipino kakanin","Rice, Vegetables"
Binignit,Snack/Dessert,"1 slice/piece (80-120g)",359,64,5,5,"Traditional Filipino kakanin","Rice, Vegetables"
Kalamay,Snack/Dessert,"1 slice/piece (80-120g)",294,67,4,2,"Traditional Filipino kakanin","Rice, Vegetables"
Tibok-Tibok,Snack/Dessert,"1 slice/piece (80-120g)",220,57,4,6,"Traditional Filipino kakanin","Rice, Vegetables"
Yema,Snack/Dessert,"1 slice/piece (80-120g)",219,43,4,3,"Traditional Filipino kakanin","Rice, Vegetables"
Polvoron,Snack/Dessert,"1 slice/piece (80-120g)",203,54,2,7,"Traditional Filipino kakanin","Rice, Vegetables"
Pastillas,Snack/Dessert,"1 slice/piece (80-120g)",268,68,4,2,"Traditional Filipino kakanin","Rice, Vegetables"
Canonigo,Snack/Dessert,"1 slice/piece (80-120g)",297,64,2,8,"Traditional Filipino kakanin","Rice, Vegetables"
"Brazo de Mercedes",Snack/Dessert,"1 slice/piece (80-120g)",200,65,4,12,"Traditional Filipino kakanin","Rice, Vegetables"
Sylvanas,Snack/Dessert,"1 slice/piece (80-120g)",338,53,6,5,"Traditional Filipino kakanin","Rice, Vegetables"
"Sans Rival",Snack/Dessert,"1 slice/piece (80-120g)",360,34,2,12,"Traditional Filipino kakanin","Rice, Vegetables"
Napoleones,Snack/Dessert,"1 slice/piece (80-120g)",238,48,2,5,"Traditional Filipino kakanin","Rice, Vegetables"
Piaya,Snack/Dessert,"1 slice/piece (80-120g)",205,54,4,9,"Traditional Filipino kakanin","Rice, Vegetables"
Barquillos,Snack/Dessert,"1 slice/piece (80-120g)",342,53,3,7,"Traditional Filipino kakanin","Rice, Vegetables"
Otap,Snack/Dessert,"1 slice/piece (80-120g)",270,43,4,12,"Traditional Filipino kakanin","Rice, Vegetables"
Rosquillos,Snack/Dessert,"1 slice/piece (80-120g)",345,34,6,12,"Traditional Filipino kakanin","Rice, Vegetables"
Bañadas,Snack/Dessert,"1 slice/piece (80-120g)",223,64,3,4,"Traditional Filipino kakanin","Rice, Vegetables"
"Pan de Coco",Snack/Dessert,"1 slice/piece (80-120g)",298,54,4,12,"Traditional Filipino kakanin","Rice, Vegetables"
"Sinangag (Garlic Fried Rice) (Small Serving)",Breakfast,"1 cup (150g)",150,30,3,2,"Paired with tapa, tocino, or longganisa","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (Large Serving)",Breakfast,"1 cup (150g)",250,50,5,3,"Paired with tapa, tocino, or longganisa","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (Spicy Variant)",Breakfast,"1 cup (150g)",200,40,4,3,"Paired with tapa, tocino, or longganisa; spicy","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (Low-Sodium)",Breakfast,"1 cup (150g)",200,40,4,3,"Paired with tapa, tocino, or longganisa; reduced salt","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (With Brown Rice)",Breakfast,"1 cup (150g)",210,48,4,3,"Paired with tapa, tocino, or longganisa; whole grain option","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (Fiesta Portion)",Breakfast,"1 cup (150g)",280,56,5,4,"Paired with tapa, tocino, or longganisa","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Sinangag (Garlic Fried Rice) (Budget Bowl)",Breakfast,"1 cup (150g)",170,34,3,2,"Paired with tapa, tocino, or longganisa","Garlic, Rice, Cooking oil, Salt, Black pepper, Onion (optional)"
"Longganisa w/ Rice (Small Serving)",Breakfast,"1 link + 1 cup rice",337,41,11,15,"Common silog breakfast","Longganisa, Rice"
"Longganisa w/ Rice (Large Serving)",Breakfast,"1 link + 1 cup rice",562,68,18,25,"Common silog breakfast","Longganisa, Rice"
"Longganisa w/ Rice (Spicy Variant)",Breakfast,"1 link + 1 cup rice",450,55,15,20,"Common silog breakfast; spicy","Longganisa, Rice"
"Longganisa w/ Rice (Low-Sodium)",Breakfast,"1 link + 1 cup rice",450,55,15,20,"Common silog breakfast; reduced salt","Longganisa, Rice"
"Longganisa w/ Rice (With Brown Rice)",Breakfast,"1 link + 1 cup rice",472,63,15,21,"Common silog breakfast; whole grain option","Longganisa, Rice"
"Longganisa w/ Rice (Fiesta Portion)",Breakfast,"1 link + 1 cup rice",630,77,21,28,"Common silog breakfast","Longganisa, Rice"
"Longganisa w/ Rice (Budget Bowl)",Breakfast,"1 link + 1 cup rice",382,46,12,17,"Common silog breakfast","Longganisa, Rice"
"Tapsilog (Small Serving)",Breakfast,"1 set",487,45,22,18,"Tapa + sinangag + itlog","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (Large Serving)",Breakfast,"1 set",812,75,37,31,"Tapa + sinangag + itlog","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (Spicy Variant)",Breakfast,"1 set",650,60,30,25,"Tapa + sinangag + itlog; spicy","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (Low-Sodium)",Breakfast,"1 set",650,60,30,25,"Tapa + sinangag + itlog; reduced salt","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (With Brown Rice)",Breakfast,"1 set",682,69,31,26,"Tapa + sinangag + itlog; whole grain option","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (Fiesta Portion)",Breakfast,"1 set",909,84,42,35,"Tapa + sinangag + itlog","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tapsilog (Budget Bowl)",Breakfast,"1 set",552,51,25,21,"Tapa + sinangag + itlog","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Tocilog (Small Serving)",Breakfast,"1 set",465,46,19,18,"Tocino + sinangag + itlog","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (Large Serving)",Breakfast,"1 set",775,77,32,30,"Tocino + sinangag + itlog","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (Spicy Variant)",Breakfast,"1 set",620,62,26,24,"Tocino + sinangag + itlog; spicy","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (Low-Sodium)",Breakfast,"1 set",620,62,26,24,"Tocino + sinangag + itlog; reduced salt","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (With Brown Rice)",Breakfast,"1 set",651,71,27,25,"Tocino + sinangag + itlog; whole grain option","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (Fiesta Portion)",Breakfast,"1 set",868,86,36,33,"Tocino + sinangag + itlog","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Tocilog (Budget Bowl)",Breakfast,"1 set",527,52,22,20,"Tocino + sinangag + itlog","Pork tocino, Garlic fried rice, Egg, Cooking oil, Salt, Sugar"
"Bangsilog (Small Serving)",Breakfast,"1 set",412,43,20,13,"Bangus + sinangag + itlog","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (Large Serving)",Breakfast,"1 set",687,72,33,22,"Bangus + sinangag + itlog","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (Spicy Variant)",Breakfast,"1 set",550,58,27,18,"Bangus + sinangag + itlog; spicy","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (Low-Sodium)",Breakfast,"1 set",550,58,27,18,"Bangus + sinangag + itlog; reduced salt","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (With Brown Rice)",Breakfast,"1 set",577,66,28,18,"Bangus + sinangag + itlog; whole grain option","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (Fiesta Portion)",Breakfast,"1 set",770,81,37,25,"Bangus + sinangag + itlog","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Bangsilog (Budget Bowl)",Breakfast,"1 set",467,49,22,15,"Bangus + sinangag + itlog","Bangus (milkfish), Garlic fried rice, Egg, Cooking oil, Salt, Calamansi"
"Hotsilog (Small Serving)",Breakfast,"1 set",390,45,13,15,"Hotdog + sinangag + itlog","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (Large Serving)",Breakfast,"1 set",650,75,22,25,"Hotdog + sinangag + itlog","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (Spicy Variant)",Breakfast,"1 set",520,60,18,20,"Hotdog + sinangag + itlog; spicy","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (Low-Sodium)",Breakfast,"1 set",520,60,18,20,"Hotdog + sinangag + itlog; reduced salt","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (With Brown Rice)",Breakfast,"1 set",546,69,18,21,"Hotdog + sinangag + itlog; whole grain option","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (Fiesta Portion)",Breakfast,"1 set",728,84,25,28,"Hotdog + sinangag + itlog","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Hotsilog (Budget Bowl)",Breakfast,"1 set",442,51,15,17,"Hotdog + sinangag + itlog","Hotdog, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Small Serving)",Breakfast,"1 set",525,46,16,26,"Spam + sinangag + itlog","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Large Serving)",Breakfast,"1 set",875,77,27,43,"Spam + sinangag + itlog","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Spicy Variant)",Breakfast,"1 set",700,62,22,35,"Spam + sinangag + itlog; spicy","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Low-Sodium)",Breakfast,"1 set",700,62,22,35,"Spam + sinangag + itlog; reduced salt","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (With Brown Rice)",Breakfast,"1 set",735,71,23,36,"Spam + sinangag + itlog; whole grain option","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Fiesta Portion)",Breakfast,"1 set",979,86,30,49,"Spam + sinangag + itlog","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Spamsilog (Budget Bowl)",Breakfast,"1 set",595,52,18,29,"Spam + sinangag + itlog","Spam, Garlic fried rice, Egg, Cooking oil, Salt"
"Cornsilog (Small Serving)",Breakfast,"1 set",450,47,15,18,"Corned beef + sinangag + itlog","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (Large Serving)",Breakfast,"1 set",750,78,25,30,"Corned beef + sinangag + itlog","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (Spicy Variant)",Breakfast,"1 set",600,63,20,24,"Corned beef + sinangag + itlog; spicy","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (Low-Sodium)",Breakfast,"1 set",600,63,20,24,"Corned beef + sinangag + itlog; reduced salt","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (With Brown Rice)",Breakfast,"1 set",630,72,21,25,"Corned beef + sinangag + itlog; whole grain option","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (Fiesta Portion)",Breakfast,"1 set",840,88,28,33,"Corned beef + sinangag + itlog","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Cornsilog (Budget Bowl)",Breakfast,"1 set",510,53,17,20,"Corned beef + sinangag + itlog","Corned beef, Garlic fried rice, Egg, Cooking oil, Onion, Garlic"
"Baconsilog (Small Serving)",Breakfast,"1 set",510,45,18,26,"Bacon + sinangag + itlog","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (Large Serving)",Breakfast,"1 set",850,75,30,43,"Bacon + sinangag + itlog","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (Spicy Variant)",Breakfast,"1 set",680,60,24,35,"Bacon + sinangag + itlog; spicy","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (Low-Sodium)",Breakfast,"1 set",680,60,24,35,"Bacon + sinangag + itlog; reduced salt","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (With Brown Rice)",Breakfast,"1 set",714,69,25,36,"Bacon + sinangag + itlog; whole grain option","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (Fiesta Portion)",Breakfast,"1 set",951,84,33,49,"Bacon + sinangag + itlog","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Baconsilog (Budget Bowl)",Breakfast,"1 set",578,51,20,29,"Bacon + sinangag + itlog","Bacon, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Small Serving)",Breakfast,"1 set",397,43,18,13,"Dried fish + sinangag + itlog","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Large Serving)",Breakfast,"1 set",662,72,31,22,"Dried fish + sinangag + itlog","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Spicy Variant)",Breakfast,"1 set",530,58,25,18,"Dried fish + sinangag + itlog; spicy","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Low-Sodium)",Breakfast,"1 set",530,58,25,18,"Dried fish + sinangag + itlog; reduced salt","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (With Brown Rice)",Breakfast,"1 set",556,66,26,18,"Dried fish + sinangag + itlog; whole grain option","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Fiesta Portion)",Breakfast,"1 set",742,81,35,25,"Dried fish + sinangag + itlog","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Dangsilog (Budget Bowl)",Breakfast,"1 set",450,49,21,15,"Dried fish + sinangag + itlog","Dried fish, Garlic fried rice, Egg, Cooking oil, Salt"
"Adobolog (Small Serving)",Breakfast,"1 set",480,45,21,18,"Adobo + sinangag + itlog","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (Large Serving)",Breakfast,"1 set",800,76,35,30,"Adobo + sinangag + itlog","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (Spicy Variant)",Breakfast,"1 set",640,61,28,24,"Adobo + sinangag + itlog; spicy","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (Low-Sodium)",Breakfast,"1 set",640,61,28,24,"Adobo + sinangag + itlog; reduced salt","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (With Brown Rice)",Breakfast,"1 set",672,70,29,25,"Adobo + sinangag + itlog; whole grain option","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (Fiesta Portion)",Breakfast,"1 set",896,85,39,33,"Adobo + sinangag + itlog","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Adobolog (Budget Bowl)",Breakfast,"1 set",544,51,23,20,"Adobo + sinangag + itlog","Adobo (chicken or pork), Garlic fried rice, Egg, Cooking oil"
"Lugaw (Rice Porridge) (Small Serving)",Breakfast/Snack,"1 bowl (200g)",135,28,3,1,"Light meal or merienda","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (Large Serving)",Breakfast/Snack,"1 bowl (200g)",225,47,5,2,"Light meal or merienda","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (Spicy Variant)",Breakfast/Snack,"1 bowl (200g)",180,38,4,2,"Light meal or merienda; spicy","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (Low-Sodium)",Breakfast/Snack,"1 bowl (200g)",180,38,4,2,"Light meal or merienda; reduced salt","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (With Brown Rice)",Breakfast/Snack,"1 bowl (200g)",189,45,4,2,"Light meal or merienda; whole grain option","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (Fiesta Portion)",Breakfast/Snack,"1 bowl (200g)",251,53,5,2,"Light meal or merienda","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Lugaw (Rice Porridge) (Budget Bowl)",Breakfast/Snack,"1 bowl (200g)",153,32,3,1,"Light meal or merienda","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Goto (Tripe Porridge) (Small Serving)",Breakfast/Snack,"1 bowl (250g)",195,30,9,4,"With beef tripe","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (Large Serving)",Breakfast/Snack,"1 bowl (250g)",325,50,15,7,"With beef tripe","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (Spicy Variant)",Breakfast/Snack,"1 bowl (250g)",260,40,12,6,"With beef tripe; spicy","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (Low-Sodium)",Breakfast/Snack,"1 bowl (250g)",260,40,12,6,"With beef tripe; reduced salt","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (With Brown Rice)",Breakfast/Snack,"1 bowl (250g)",273,48,12,6,"With beef tripe; whole grain option","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (Fiesta Portion)",Breakfast/Snack,"1 bowl (250g)",364,56,16,8,"With beef tripe","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Goto (Tripe Porridge) (Budget Bowl)",Breakfast/Snack,"1 bowl (250g)",221,34,10,5,"With beef tripe","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Arroz Caldo (Chicken) (Small Serving)",Breakfast/Snack,"1 bowl (250g)",225,31,12,6,"Ginger rice porridge","Rice, Chicken, Water, Ginger, Garlic, Onion, Spring onion, Fish sauce, Saffron or turmeric, Salt, Black pepper"
"Arroz Caldo (Chicken) (Large Serving)",Breakfast/Snack,"1 bowl (250g)",375,52,20,10,"Ginger rice porridge","Rice, Chicken, Water, Ginger, Garlic, Onion, Spring onion, Fish sauce, Saffron or turmeric, Salt, Black pepper"
