"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Chopsuey (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",308,30,14,11,"Stir-fried mixed vegetables",Vegetables
"Chopsuey (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",187,18,8,6,"Stir-fried mixed vegetables",Vegetables
"Pakbet Tagalog (Small Serving)",Lunch/Dinner,"1 cup (200g)",142,15,6,5,"Veg medley with bagoong",Bagoong
"Pakbet Tagalog (Large Serving)",Lunch/Dinner,"1 cup (200g)",237,25,10,8,"Veg medley with bagoong",Bagoong
"Pakbet Tagalog (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",190,20,8,7,"Veg medley with bagoong; spicy","Bagoong; spicy"
"Pakbet Tagalog (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",190,20,8,7,"Veg medley with bagoong; reduced salt","Bagoong; reduced salt"
"Pakbet Tagalog (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",199,27,8,7,"Veg medley with bagoong; whole grain option","Bagoong; whole grain option, Rice"
"Pakbet Tagalog (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",266,28,11,9,"Veg medley with bagoong",Bagoong
"Pakbet Tagalog (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",161,17,6,5,"Veg medley with bagoong",Bagoong
"Isaw Manok (Small Serving)",Snack/Street,"3 sticks (90g)",180,4,13,12,"Grilled chicken intestines",Chicken
"Isaw Manok (Large Serving)",Snack/Street,"3 sticks (90g)",300,7,22,20,"Grilled chicken intestines",Chicken
"Isaw Manok (Spicy Variant)",Snack/Street,"3 sticks (90g)",240,6,18,16,"Grilled chicken intestines; spicy",Chicken
"Isaw Manok (Low-Sodium)",Snack/Street,"3 sticks (90g)",240,6,18,16,"Grilled chicken intestines; reduced salt",Chicken
"Isaw Manok (With Brown Rice)",Snack/Street,"3 sticks (90g)",252,12,18,16,"Grilled chicken intestines; whole grain option","Chicken, Rice"
"Isaw Manok (Fiesta Portion)",Snack/Street,"3 sticks (90g)",336,8,25,22,"Grilled chicken intestines",Chicken
"Isaw Manok (Budget Bowl)",Snack/Street,"3 sticks (90g)",204,5,15,13,"Grilled chicken intestines",Chicken
"Isaw Baboy (Small Serving)",Snack/Street,"3 sticks (90g)",195,4,12,13,"Grilled pork intestines",Pork
"Isaw Baboy (Large Serving)",Snack/Street,"3 sticks (90g)",325,7,20,22,"Grilled pork intestines",Pork
"Isaw Baboy (Spicy Variant)",Snack/Street,"3 sticks (90g)",260,6,16,18,"Grilled pork intestines; spicy",Pork
"Isaw Baboy (Low-Sodium)",Snack/Street,"3 sticks (90g)",260,6,16,18,"Grilled pork intestines; reduced salt",Pork
"Isaw Baboy (With Brown Rice)",Snack/Street,"3 sticks (90g)",273,12,16,18,"Grilled pork intestines; whole grain option","Pork, Rice"
"Isaw Baboy (Fiesta Portion)",Snack/Street,"3 sticks (90g)",364,8,22,25,"Grilled pork intestines",Pork
"Isaw Baboy (Budget Bowl)",Snack/Street,"3 sticks (90g)",221,5,13,15,"Grilled pork intestines",Pork
"Betamax (Dugo) (Small Serving)",Snack/Street,"3 pcs (90g)",157,6,10,9,"Grilled pork blood","Blood, Dugo, Pork"
"Betamax (Dugo) (Large Serving)",Snack/Street,"3 pcs (90g)",262,11,17,15,"Grilled pork blood","Blood, Dugo, Pork"
"Betamax (Dugo) (Spicy Variant)",Snack/Street,"3 pcs (90g)",210,9,14,12,"Grilled pork blood; spicy","Blood, Dugo, Pork"
"Betamax (Dugo) (Low-Sodium)",Snack/Street,"3 pcs (90g)",210,9,14,12,"Grilled pork blood; reduced salt","Blood, Dugo, Pork"
"Betamax (Dugo) (With Brown Rice)",Snack/Street,"3 pcs (90g)",220,15,14,12,"Grilled pork blood; whole grain option","Blood, Dugo, Pork, Rice"
"Betamax (Dugo) (Fiesta Portion)",Snack/Street,"3 pcs (90g)",294,12,19,16,"Grilled pork blood","Blood, Dugo, Pork"
"Betamax (Dugo) (Budget Bowl)",Snack/Street,"3 pcs (90g)",178,7,11,10,"Grilled pork blood","Blood, Dugo, Pork"
"Adidas (Chicken Feet) (Small Serving)",Snack/Street,"3 pcs (120g)",165,4,12,9,"Grilled chicken feet",Chicken
"Adidas (Chicken Feet) (Large Serving)",Snack/Street,"3 pcs (120g)",275,7,20,15,"Grilled chicken feet",Chicken
"Adidas (Chicken Feet) (Spicy Variant)",Snack/Street,"3 pcs (120g)",220,6,16,12,"Grilled chicken feet; spicy",Chicken
"Adidas (Chicken Feet) (Low-Sodium)",Snack/Street,"3 pcs (120g)",220,6,16,12,"Grilled chicken feet; reduced salt",Chicken
"Adidas (Chicken Feet) (With Brown Rice)",Snack/Street,"3 pcs (120g)",231,12,16,12,"Grilled chicken feet; whole grain option","Chicken, Rice"
"Adidas (Chicken Feet) (Fiesta Portion)",Snack/Street,"3 pcs (120g)",308,8,22,16,"Grilled chicken feet",Chicken
"Adidas (Chicken Feet) (Budget Bowl)",Snack/Street,"3 pcs (120g)",187,5,13,10,"Grilled chicken feet",Chicken
"Helmet (Chicken Head) (Small Serving)",Snack/Street,"2 pcs (120g)",180,3,13,10,"Grilled chicken head",Chicken
"Helmet (Chicken Head) (Large Serving)",Snack/Street,"2 pcs (120g)",300,5,22,17,"Grilled chicken head",Chicken
"Helmet (Chicken Head) (Spicy Variant)",Snack/Street,"2 pcs (120g)",240,4,18,14,"Grilled chicken head; spicy",Chicken
"Helmet (Chicken Head) (Low-Sodium)",Snack/Street,"2 pcs (120g)",240,4,18,14,"Grilled chicken head; reduced salt",Chicken
"Helmet (Chicken Head) (With Brown Rice)",Snack/Street,"2 pcs (120g)",252,10,18,14,"Grilled chicken head; whole grain option","Chicken, Rice"
"Helmet (Chicken Head) (Fiesta Portion)",Snack/Street,"2 pcs (120g)",336,5,25,19,"Grilled chicken head",Chicken
"Helmet (Chicken Head) (Budget Bowl)",Snack/Street,"2 pcs (120g)",204,3,15,11,"Grilled chicken head",Chicken
"Kwek-Kwek (Small Serving)",Snack/Street,"6 pcs (150g)",315,31,13,15,"Quail eggs in orange batter","Egg, Quail"
"Kwek-Kwek (Large Serving)",Snack/Street,"6 pcs (150g)",525,52,22,25,"Quail eggs in orange batter","Egg, Quail"
"Kwek-Kwek (Spicy Variant)",Snack/Street,"6 pcs (150g)",420,42,18,20,"Quail eggs in orange batter; spicy","Egg, Quail"
"Kwek-Kwek (Low-Sodium)",Snack/Street,"6 pcs (150g)",420,42,18,20,"Quail eggs in orange batter; reduced salt","Egg, Quail"
"Kwek-Kwek (With Brown Rice)",Snack/Street,"6 pcs (150g)",441,50,18,21,"Quail eggs in orange batter; whole grain option","Egg, Quail, Rice"
"Kwek-Kwek (Fiesta Portion)",Snack/Street,"6 pcs (150g)",588,58,25,28,"Quail eggs in orange batter","Egg, Quail"
"Kwek-Kwek (Budget Bowl)",Snack/Street,"6 pcs (150g)",357,35,15,17,"Quail eggs in orange batter","Egg, Quail"
"Tokneneng (Small Serving)",Snack/Street,"3 pcs (180g)",337,30,16,18,"Chicken egg battered & fried","Chicken, Egg"
"Tokneneng (Large Serving)",Snack/Street,"3 pcs (180g)",562,50,27,30,"Chicken egg battered & fried","Chicken, Egg"
"Tokneneng (Spicy Variant)",Snack/Street,"3 pcs (180g)",450,40,22,24,"Chicken egg battered & fried; spicy","Chicken, Egg"
"Tokneneng (Low-Sodium)",Snack/Street,"3 pcs (180g)",450,40,22,24,"Chicken egg battered & fried; reduced salt","Chicken, Egg"
"Tokneneng (With Brown Rice)",Snack/Street,"3 pcs (180g)",472,48,23,25,"Chicken egg battered & fried; whole grain option","Chicken, Egg, Rice"
"Tokneneng (Fiesta Portion)",Snack/Street,"3 pcs (180g)",630,56,30,33,"Chicken egg battered & fried","Chicken, Egg"
"Tokneneng (Budget Bowl)",Snack/Street,"3 pcs (180g)",382,34,18,20,"Chicken egg battered & fried","Chicken, Egg"
"Fishball (Small Serving)",Snack/Street,"10 pcs (120g)",195,21,6,7,"With sweet or spicy sauce","Fish, Sweet or spicy sauce"
"Fishball (Large Serving)",Snack/Street,"10 pcs (120g)",325,35,10,12,"With sweet or spicy sauce","Fish, Sweet or spicy sauce"
"Fishball (Spicy Variant)",Snack/Street,"10 pcs (120g)",260,28,8,10,"With sweet or spicy sauce; spicy","Fish, Sweet or spicy sauce; spicy"
"Fishball (Low-Sodium)",Snack/Street,"10 pcs (120g)",260,28,8,10,"With sweet or spicy sauce; reduced salt","Fish, Sweet or spicy sauce; reduced salt"
"Fishball (With Brown Rice)",Snack/Street,"10 pcs (120g)",273,35,8,10,"With sweet or spicy sauce; whole grain option","Fish, Rice, Sweet or spicy sauce; whole grain option"
"Fishball (Fiesta Portion)",Snack/Street,"10 pcs (120g)",364,39,11,14,"With sweet or spicy sauce","Fish, Sweet or spicy sauce"
"Fishball (Budget Bowl)",Snack/Street,"10 pcs (120g)",221,23,6,8,"With sweet or spicy sauce","Fish, Sweet or spicy sauce"
"Kikiam (Small Serving)",Snack/Street,"6 pcs (150g)",240,22,9,10,"Street variant","Rice, Vegetables"
"Kikiam (Large Serving)",Snack/Street,"6 pcs (150g)",400,37,15,17,"Street variant","Rice, Vegetables"
"Kikiam (Spicy Variant)",Snack/Street,"6 pcs (150g)",320,30,12,14,"Street variant; spicy","Rice, Vegetables"
"Kikiam (Low-Sodium)",Snack/Street,"6 pcs (150g)",320,30,12,14,"Street variant; reduced salt","Rice, Vegetables"
"Kikiam (With Brown Rice)",Snack/Street,"6 pcs (150g)",336,37,12,14,"Street variant; whole grain option",Rice
"Kikiam (Fiesta Portion)",Snack/Street,"6 pcs (150g)",448,42,16,19,"Street variant","Rice, Vegetables"
"Kikiam (Budget Bowl)",Snack/Street,"6 pcs (150g)",272,25,10,11,"Street variant","Rice, Vegetables"
"Squidball (Small Serving)",Snack/Street,"8 pcs (140g)",225,21,7,10,"Popular street snack",Squid
"Squidball (Large Serving)",Snack/Street,"8 pcs (140g)",375,35,12,17,"Popular street snack",Squid
"Squidball (Spicy Variant)",Snack/Street,"8 pcs (140g)",300,28,10,14,"Popular street snack; spicy",Squid
"Squidball (Low-Sodium)",Snack/Street,"8 pcs (140g)",300,28,10,14,"Popular street snack; reduced salt",Squid
"Squidball (With Brown Rice)",Snack/Street,"8 pcs (140g)",315,35,10,14,"Popular street snack; whole grain option","Rice, Squid"
"Squidball (Fiesta Portion)",Snack/Street,"8 pcs (140g)",420,39,14,19,"Popular street snack",Squid
"Squidball (Budget Bowl)",Snack/Street,"8 pcs (140g)",255,23,8,11,"Popular street snack",Squid
"Calamares (Fried Squid) (Small Serving)",Snack/Street,"1 plate (180g)",315,22,16,16,"Fried battered squid",Squid
"Calamares (Fried Squid) (Large Serving)",Snack/Street,"1 plate (180g)",525,37,27,27,"Fried battered squid",Squid
"Calamares (Fried Squid) (Spicy Variant)",Snack/Street,"1 plate (180g)",420,30,22,22,"Fried battered squid; spicy",Squid
"Calamares (Fried Squid) (Low-Sodium)",Snack/Street,"1 plate (180g)",420,30,22,22,"Fried battered squid; reduced salt",Squid
"Calamares (Fried Squid) (With Brown Rice)",Snack/Street,"1 plate (180g)",441,37,23,23,"Fried battered squid; whole grain option","Rice, Squid"
"Calamares (Fried Squid) (Fiesta Portion)",Snack/Street,"1 plate (180g)",588,42,30,30,"Fried battered squid",Squid
"Calamares (Fried Squid) (Budget Bowl)",Snack/Street,"1 plate (180g)",357,25,18,18,"Fried battered squid",Squid
"Balut (Fertilized Duck Egg) (Small Serving)",Snack/Street,"1 egg (70g)",141,1,9,10,"Street delicacy","Duck, Egg"
"Balut (Fertilized Duck Egg) (Large Serving)",Snack/Street,"1 egg (70g)",235,2,16,17,"Street delicacy","Duck, Egg"
"Balut (Fertilized Duck Egg) (Spicy Variant)",Snack/Street,"1 egg (70g)",188,2,13,14,"Street delicacy; spicy","Duck, Egg"
"Balut (Fertilized Duck Egg) (Low-Sodium)",Snack/Street,"1 egg (70g)",188,2,13,14,"Street delicacy; reduced salt","Duck, Egg"
"Balut (Fertilized Duck Egg) (With Brown Rice)",Snack/Street,"1 egg (70g)",197,8,13,14,"Street delicacy; whole grain option","Duck, Egg, Rice"
"Balut (Fertilized Duck Egg) (Fiesta Portion)",Snack/Street,"1 egg (70g)",263,2,18,19,"Street delicacy","Duck, Egg"
"Balut (Fertilized Duck Egg) (Budget Bowl)",Snack/Street,"1 egg (70g)",159,1,11,11,"Street delicacy","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (Small Serving)",Snack/Street,"1 egg (60g)",120,1,9,9,"Boiled duck egg","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (Large Serving)",Snack/Street,"1 egg (60g)",200,2,15,15,"Boiled duck egg","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (Spicy Variant)",Snack/Street,"1 egg (60g)",160,2,12,12,"Boiled duck egg; spicy","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (Low-Sodium)",Snack/Street,"1 egg (60g)",160,2,12,12,"Boiled duck egg; reduced salt","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (With Brown Rice)",Snack/Street,"1 egg (60g)",168,8,12,12,"Boiled duck egg; whole grain option","Duck, Egg, Rice"
"Penoy (Unfertilized Duck Egg) (Fiesta Portion)",Snack/Street,"1 egg (60g)",224,2,16,16,"Boiled duck egg","Duck, Egg"
"Penoy (Unfertilized Duck Egg) (Budget Bowl)",Snack/Street,"1 egg (60g)",136,1,10,10,"Boiled duck egg","Duck, Egg"
"Ensaymada (Small Serving)",Snack/Dessert,"1 piece (80g)",210,26,4,9,"Buttery brioche with cheese",Cheese
"Ensaymada (Large Serving)",Snack/Dessert,"1 piece (80g)",350,43,7,15,"Buttery brioche with cheese",Cheese
"Ensaymada (Spicy Variant)",Snack/Dessert,"1 piece (80g)",280,35,6,12,"Buttery brioche with cheese; spicy","Cheese; spicy"
"Ensaymada (Low-Sodium)",Snack/Dessert,"1 piece (80g)",280,35,6,12,"Buttery brioche with cheese; reduced salt","Cheese; reduced salt"
"Ensaymada (With Brown Rice)",Snack/Dessert,"1 piece (80g)",294,42,6,12,"Buttery brioche with cheese; whole grain option","Cheese; whole grain option, Rice"
"Ensaymada (Fiesta Portion)",Snack/Dessert,"1 piece (80g)",392,49,8,16,"Buttery brioche with cheese",Cheese
"Ensaymada (Budget Bowl)",Snack/Dessert,"1 piece (80g)",238,29,5,10,"Buttery brioche with cheese",Cheese
"Spanish Bread (Small Serving)",Snack,"1 piece (60g)",150,22,3,4,"Sweet filled bread","Rice, Vegetables"
"Spanish Bread (Large Serving)",Snack,"1 piece (60g)",250,37,5,7,"Sweet filled bread","Rice, Vegetables"
"Spanish Bread (Spicy Variant)",Snack,"1 piece (60g)",200,30,4,6,"Sweet filled bread; spicy","Rice, Vegetables"
"Spanish Bread (Low-Sodium)",Snack,"1 piece (60g)",200,30,4,6,"Sweet filled bread; reduced salt","Rice, Vegetables"
"Spanish Bread (With Brown Rice)",Snack,"1 piece (60g)",210,37,4,6,"Sweet filled bread; whole grain option",Rice
"Spanish Bread (Fiesta Portion)",Snack,"1 piece (60g)",280,42,5,8,"Sweet filled bread","Rice, Vegetables"
"Spanish Bread (Budget Bowl)",Snack,"1 piece (60g)",170,25,3,5,"Sweet filled bread","Rice, Vegetables"
"Monay (Small Serving)",Snack,"1 piece (80g)",165,30,4,2,"Dense bread roll","Rice, Vegetables"
"Monay (Large Serving)",Snack,"1 piece (80g)",275,50,7,3,"Dense bread roll","Rice, Vegetables"
"Monay (Spicy Variant)",Snack,"1 piece (80g)",220,40,6,3,"Dense bread roll; spicy","Rice, Vegetables"
"Monay (Low-Sodium)",Snack,"1 piece (80g)",220,40,6,3,"Dense bread roll; reduced salt","Rice, Vegetables"
"Monay (With Brown Rice)",Snack,"1 piece (80g)",231,48,6,3,"Dense bread roll; whole grain option",Rice
"Monay (Fiesta Portion)",Snack,"1 piece (80g)",308,56,8,4,"Dense bread roll","Rice, Vegetables"
"Monay (Budget Bowl)",Snack,"1 piece (80g)",187,34,5,2,"Dense bread roll","Rice, Vegetables"
"Hopia (Mongo) (Small Serving)",Snack/Dessert,"1 piece (50g)",157,21,3,6,"Flaky pastry with mung bean","Mung bean"
"Hopia (Mongo) (Large Serving)",Snack/Dessert,"1 piece (50g)",262,35,5,10,"Flaky pastry with mung bean","Mung bean"
"Hopia (Mongo) (Spicy Variant)",Snack/Dessert,"1 piece (50g)",210,28,4,8,"Flaky pastry with mung bean; spicy","Mung bean, Mung bean; spicy"
"Hopia (Mongo) (Low-Sodium)",Snack/Dessert,"1 piece (50g)",210,28,4,8,"Flaky pastry with mung bean; reduced salt","Mung bean, Mung bean; reduced salt"
"Hopia (Mongo) (With Brown Rice)",Snack/Dessert,"1 piece (50g)",220,35,4,8,"Flaky pastry with mung bean; whole grain option","Mung bean, Mung bean; whole grain option, Rice"
"Hopia (Mongo) (Fiesta Portion)",Snack/Dessert,"1 piece (50g)",294,39,5,11,"Flaky pastry with mung bean","Mung bean"
"Hopia (Mongo) (Budget Bowl)",Snack/Dessert,"1 piece (50g)",178,23,3,6,"Flaky pastry with mung bean","Mung bean"
"Bibingka (Small Serving)",Snack/Dessert,"1 slice (100g)",165,33,3,2,"Rice cake",Rice
"Bibingka (Large Serving)",Snack/Dessert,"1 slice (100g)",275,56,5,3,"Rice cake",Rice
"Bibingka (Spicy Variant)",Snack/Dessert,"1 slice (100g)",220,45,4,3,"Rice cake; spicy",Rice
"Bibingka (Low-Sodium)",Snack/Dessert,"1 slice (100g)",220,45,4,3,"Rice cake; reduced salt",Rice
"Bibingka (With Brown Rice)",Snack/Dessert,"1 slice (100g)",231,53,4,3,"Rice cake; whole grain option",Rice
"Bibingka (Fiesta Portion)",Snack/Dessert,"1 slice (100g)",308,62,5,4,"Rice cake",Rice
"Bibingka (Budget Bowl)",Snack/Dessert,"1 slice (100g)",187,38,3,2,"Rice cake",Rice
"Puto (Small Serving)",Snack/Dessert,"1 piece (40g)",67,15,1,0,"Steamed rice cake",Rice
"Puto (Large Serving)",Snack/Dessert,"1 piece (40g)",112,25,2,1,"Steamed rice cake",Rice
"Puto (Spicy Variant)",Snack/Dessert,"1 piece (40g)",90,20,2,1,"Steamed rice cake; spicy",Rice
"Puto (Low-Sodium)",Snack/Dessert,"1 piece (40g)",90,20,2,1,"Steamed rice cake; reduced salt",Rice
"Puto (With Brown Rice)",Snack/Dessert,"1 piece (40g)",94,27,2,1,"Steamed rice cake; whole grain option",Rice
"Puto (Fiesta Portion)",Snack/Dessert,"1 piece (40g)",125,28,2,1,"Steamed rice cake",Rice
"Puto (Budget Bowl)",Snack/Dessert,"1 piece (40g)",76,17,1,0,"Steamed rice cake",Rice
"Kutsinta (Small Serving)",Snack/Dessert,"1 piece (40g)",60,11,0,0,"Sticky rice cake",Rice
"Kutsinta (Large Serving)",Snack/Dessert,"1 piece (40g)",87,18,1,0,"Sticky rice cake",Rice
"Kutsinta (Spicy Variant)",Snack/Dessert,"1 piece (40g)",70,15,1,0,"Sticky rice cake; spicy",Rice
"Kutsinta (Low-Sodium)",Snack/Dessert,"1 piece (40g)",70,15,1,0,"Sticky rice cake; reduced salt",Rice
"Kutsinta (With Brown Rice)",Snack/Dessert,"1 piece (40g)",73,21,1,0,"Sticky rice cake; whole grain option",Rice
"Kutsinta (Fiesta Portion)",Snack/Dessert,"1 piece (40g)",98,21,1,0,"Sticky rice cake",Rice
"Kutsinta (Budget Bowl)",Snack/Dessert,"1 piece (40g)",60,12,0,0,"Sticky rice cake",Rice
"Biko (Small Serving)",Snack/Dessert,"1 slice (120g)",240,45,3,6,"Sticky rice with coconut & sugar","Coconut, Coconut & sugar, Rice"
"Biko (Large Serving)",Snack/Dessert,"1 slice (120g)",400,75,5,10,"Sticky rice with coconut & sugar","Coconut, Coconut & sugar, Rice"
"Biko (Spicy Variant)",Snack/Dessert,"1 slice (120g)",320,60,4,8,"Sticky rice with coconut & sugar; spicy","Coconut, Coconut & sugar; spicy, Rice"
"Biko (Low-Sodium)",Snack/Dessert,"1 slice (120g)",320,60,4,8,"Sticky rice with coconut & sugar; reduced salt","Coconut, Coconut & sugar; reduced salt, Rice"
"Biko (With Brown Rice)",Snack/Dessert,"1 slice (120g)",336,69,4,8,"Sticky rice with coconut & sugar; whole grain option","Coconut, Coconut & sugar; whole grain option, Rice"
"Biko (Fiesta Portion)",Snack/Dessert,"1 slice (120g)",448,84,5,11,"Sticky rice with coconut & sugar","Coconut, Coconut & sugar, Rice"
"Biko (Budget Bowl)",Snack/Dessert,"1 slice (120g)",272,51,3,6,"Sticky rice with coconut & sugar","Coconut, Coconut & sugar, Rice"
"Sapin-Sapin (Small Serving)",Snack/Dessert,"1 slice (100g)",187,41,2,3,"Layered sticky rice dessert",Rice
"Sapin-Sapin (Large Serving)",Snack/Dessert,"1 slice (100g)",312,68,3,6,"Layered sticky rice dessert",Rice
"Sapin-Sapin (Spicy Variant)",Snack/Dessert,"1 slice (100g)",250,55,3,5,"Layered sticky rice dessert; spicy",Rice
"Sapin-Sapin (Low-Sodium)",Snack/Dessert,"1 slice (100g)",250,55,3,5,"Layered sticky rice dessert; reduced salt",Rice
"Sapin-Sapin (With Brown Rice)",Snack/Dessert,"1 slice (100g)",262,63,3,5,"Layered sticky rice dessert; whole grain option",Rice
"Sapin-Sapin (Fiesta Portion)",Snack/Dessert,"1 slice (100g)",350,77,4,7,"Layered sticky rice dessert",Rice
"Sapin-Sapin (Budget Bowl)",Snack/Dessert,"1 slice (100g)",212,46,2,4,"Layered sticky rice dessert",Rice
"Maja Blanca (Small Serving)",Snack/Dessert,"1 slice (120g)",210,30,3,7,"Coconut milk pudding","Coconut, Coconut milk"
"Maja Blanca (Large Serving)",Snack/Dessert,"1 slice (120g)",350,50,5,12,"Coconut milk pudding","Coconut, Coconut milk"
"Maja Blanca (Spicy Variant)",Snack/Dessert,"1 slice (120g)",280,40,4,10,"Coconut milk pudding; spicy","Coconut, Coconut milk"
"Maja Blanca (Low-Sodium)",Snack/Dessert,"1 slice (120g)",280,40,4,10,"Coconut milk pudding; reduced salt","Coconut, Coconut milk"
"Maja Blanca (With Brown Rice)",Snack/Dessert,"1 slice (120g)",294,48,4,10,"Coconut milk pudding; whole grain option","Coconut, Coconut milk, Rice"
"Maja Blanca (Fiesta Portion)",Snack/Dessert,"1 slice (120g)",392,56,5,14,"Coconut milk pudding","Coconut, Coconut milk"
"Maja Blanca (Budget Bowl)",Snack/Dessert,"1 slice (120g)",238,34,3,8,"Coconut milk pudding","Coconut, Coconut milk"
"Palitaw (Small Serving)",Snack/Dessert,"1 piece (50g)",90,18,1,1,"Coated with sugar & coconut","Coconut, Sugar & coconut"
"Palitaw (Large Serving)",Snack/Dessert,"1 piece (50g)",150,31,2,2,"Coated with sugar & coconut","Coconut, Sugar & coconut"
"Palitaw (Spicy Variant)",Snack/Dessert,"1 piece (50g)",120,25,2,2,"Coated with sugar & coconut; spicy","Coconut, Sugar & coconut; spicy"
"Palitaw (Low-Sodium)",Snack/Dessert,"1 piece (50g)",120,25,2,2,"Coated with sugar & coconut; reduced salt","Coconut, Sugar & coconut; reduced salt"
"Palitaw (With Brown Rice)",Snack/Dessert,"1 piece (50g)",126,32,2,2,"Coated with sugar & coconut; whole grain option","Coconut, Rice, Sugar & coconut; whole grain option"
"Palitaw (Fiesta Portion)",Snack/Dessert,"1 piece (50g)",168,35,2,2,"Coated with sugar & coconut","Coconut, Sugar & coconut"
"Palitaw (Budget Bowl)",Snack/Dessert,"1 piece (50g)",102,21,1,1,"Coated with sugar & coconut","Coconut, Sugar & coconut"
"Suman Malagkit (Small Serving)",Snack/Dessert,"1 piece (80g)",150,31,2,1,"Sticky rice roll",Rice
"Suman Malagkit (Large Serving)",Snack/Dessert,"1 piece (80g)",250,52,3,2,"Sticky rice roll",Rice
"Suman Malagkit (Spicy Variant)",Snack/Dessert,"1 piece (80g)",200,42,3,2,"Sticky rice roll; spicy",Rice
"Suman Malagkit (Low-Sodium)",Snack/Dessert,"1 piece (80g)",200,42,3,2,"Sticky rice roll; reduced salt",Rice
"Suman Malagkit (With Brown Rice)",Snack/Dessert,"1 piece (80g)",210,50,3,2,"Sticky rice roll; whole grain option",Rice
"Suman Malagkit (Fiesta Portion)",Snack/Dessert,"1 piece (80g)",280,58,4,2,"Sticky rice roll",Rice
"Suman Malagkit (Budget Bowl)",Snack/Dessert,"1 piece (80g)",170,35,2,1,"Sticky rice roll",Rice
"Cassava Cake (Small Serving)",Snack/Dessert,"1 slice (120g)",240,37,3,7,"Baked cassava dessert","Rice, Vegetables"
"Cassava Cake (Large Serving)",Snack/Dessert,"1 slice (120g)",400,62,5,12,"Baked cassava dessert","Rice, Vegetables"
"Cassava Cake (Spicy Variant)",Snack/Dessert,"1 slice (120g)",320,50,4,10,"Baked cassava dessert; spicy","Rice, Vegetables"
"Cassava Cake (Low-Sodium)",Snack/Dessert,"1 slice (120g)",320,50,4,10,"Baked cassava dessert; reduced salt","Rice, Vegetables"
"Cassava Cake (With Brown Rice)",Snack/Dessert,"1 slice (120g)",336,58,4,10,"Baked cassava dessert; whole grain option",Rice
"Cassava Cake (Fiesta Portion)",Snack/Dessert,"1 slice (120g)",448,70,5,14,"Baked cassava dessert","Rice, Vegetables"
"Cassava Cake (Budget Bowl)",Snack/Dessert,"1 slice (120g)",272,42,3,8,"Baked cassava dessert","Rice, Vegetables"
"Ube Halaya (Small Serving)",Dessert,"1 slice (100g)",195,37,2,3,"Purple yam jam","Rice, Vegetables"
"Ube Halaya (Large Serving)",Dessert,"1 slice (100g)",325,62,3,6,"Purple yam jam","Rice, Vegetables"
"Ube Halaya (Spicy Variant)",Dessert,"1 slice (100g)",260,50,3,5,"Purple yam jam; spicy","Rice, Vegetables"
"Ube Halaya (Low-Sodium)",Dessert,"1 slice (100g)",260,50,3,5,"Purple yam jam; reduced salt","Rice, Vegetables"
"Ube Halaya (With Brown Rice)",Dessert,"1 slice (100g)",273,58,3,5,"Purple yam jam; whole grain option",Rice
"Ube Halaya (Fiesta Portion)",Dessert,"1 slice (100g)",364,70,4,7,"Purple yam jam","Rice, Vegetables"
"Ube Halaya (Budget Bowl)",Dessert,"1 slice (100g)",221,42,2,4,"Purple yam jam","Rice, Vegetables"
"Leche Flan (Small Serving)",Dessert,"1 slice (80g)",225,37,5,7,"Rich custard dessert","Rice, Vegetables"
"Leche Flan (Large Serving)",Dessert,"1 slice (80g)",375,62,8,12,"Rich custard dessert","Rice, Vegetables"
"Leche Flan (Spicy Variant)",Dessert,"1 slice (80g)",300,50,7,10,"Rich custard dessert; spicy","Rice, Vegetables"
"Leche Flan (Low-Sodium)",Dessert,"1 slice (80g)",300,50,7,10,"Rich custard dessert; reduced salt","Rice, Vegetables"
"Leche Flan (With Brown Rice)",Dessert,"1 slice (80g)",315,58,7,10,"Rich custard dessert; whole grain option",Rice
"Leche Flan (Fiesta Portion)",Dessert,"1 slice (80g)",420,70,9,14,"Rich custard dessert","Rice, Vegetables"
"Leche Flan (Budget Bowl)",Dessert,"1 slice (80g)",255,42,5,8,"Rich custard dessert","Rice, Vegetables"
"Halo-Halo (Small Serving)",Dessert,"1 glass",262,56,4,3,"Shaved ice dessert","Rice, Vegetables"
"Halo-Halo (Large Serving)",Dessert,"1 glass",437,93,7,6,"Shaved ice dessert","Rice, Vegetables"
"Halo-Halo (Spicy Variant)",Dessert,"1 glass",350,75,6,5,"Shaved ice dessert; spicy","Rice, Vegetables"
"Halo-Halo (Low-Sodium)",Dessert,"1 glass",350,75,6,5,"Shaved ice dessert; reduced salt","Rice, Vegetables"
"Halo-Halo (With Brown Rice)",Dessert,"1 glass",367,84,6,5,"Shaved ice dessert; whole grain option",Rice
